ProviderMasterID1,Provider_ETQA Master_ID,Provider_ETQA Master_Status,Provider_ETQA Master_Provider_ETQA_ID,ProviderID,Provider Name,Group Provider,Postal address,Centre address,Telephone no,House Number,StreetName,Suburb,City,Postal Code,Provider_ETQA_ID,ETQAs_providers_ID,ETQAs_providers_ETQA,ETQAs_providers_Researcher,ETQAs_providers_Status,CourseMasterID1,Courses_ETQA Master_ID,Courses_ETQA Master_Courses_ID,Qualifications_ID,QualCode,QualName,NQF level,Qualification Type,Descriptor,Specialisation,etqas_courses_,Courses_ID,ETQAs_ID,ETQA_ID,ETQAs_Courses_ETQA,ETQAs_Courses_Researcher
1184,4880,,1034,930,METHODIST CHURCH,,,"METHODISTE KERK, BRANDERSTRAAT, RUSTDENE, BEAUFORT-WES",023-4143834,,BRANDERSTRAAT,RUSTDENE,RUSTDENE,,1034,12,Adult AET,,Public,1184,4880,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1188,4884,GETCA blank,1034,930,METHODIST CHURCH,,,"METHODISTE KERK, BRANDERSTRAAT, RUSTDENE, BEAUFORT-WES",023-4143834,,BRANDERSTRAAT,RUSTDENE,RUSTDENE,,1034,12,Adult AET,,Public,1188,4884,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1189,4885,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1189,4885,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1190,4886,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1190,4886,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1191,4887,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1191,4887,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1192,4888,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1192,4888,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1193,4889,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1193,4889,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1194,4890,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1194,4890,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1195,4891,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1195,4891,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1196,4892,,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1196,4892,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1200,4896,GETCA blank,1035,931,METHODIST MANDLENKOSI CLC,,,"MAARMAN STRAAT, KWAMANDLENKOSI, BEAUFORT WEST",023-4143834,,MAARMAN STRAAT,KWAMANDLENKOSI,BEAUFORT WEST,,1035,12,Adult AET,,Public,1200,4896,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1201,4897,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1201,4897,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1202,4898,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1202,4898,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1203,4899,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1203,4899,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1204,4900,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1204,4900,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1205,4901,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1205,4901,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1206,4902,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1206,4902,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1207,4903,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1207,4903,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1208,4904,,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1208,4904,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1212,4908,GETCA blank,1060,964,MOSSELBAY CLC,,,"MAYIXHALE STREET, KANONQABA, MOSSELBAAI",044-6934171,,MAYIXHALE STREET,KANONQABA,MOSSELBAAI,,1060,12,Adult AET,,Public,1212,4908,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1213,4909,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1213,4909,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1214,4910,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1214,4910,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1215,4911,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1215,4911,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1216,4912,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1216,4912,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1217,4913,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1217,4913,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1218,4914,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1218,4914,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1219,4915,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1219,4915,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1220,4916,,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1220,4916,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1224,4920,GETCA blank,1090,997,NEW HORIZON,,,"GEELHOUT WEG, NEW HORIZON, PLETTENBERG BAY",044-5331621,,NEW HORIZON,NEW HORIZON,PLETTENBERG BAY,,1090,12,Adult AET,,Public,1224,4920,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1225,4921,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1225,4921,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1226,4922,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1226,4922,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1227,4923,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1227,4923,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1228,4924,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1228,4924,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1229,4925,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1229,4925,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1230,4926,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1230,4926,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1231,4927,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1231,4927,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1232,4928,,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1232,4928,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1236,4932,GETCA blank,6,1002,NISSENVILLE,,,"Van Eycklaan, Ladismith Sekonder, LADISMITH",028-5511984,,Van Eycklaan,LADISMITH,,,6,12,Adult AET,,Public,1236,4932,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1237,4933,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1237,4933,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1238,4934,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1238,4934,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1239,4935,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1239,4935,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1240,4936,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1240,4936,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1241,4937,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1241,4937,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1242,4938,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1242,4938,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1243,4939,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1243,4939,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1244,4940,,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1244,4940,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1248,4944,GETCA blank,55,1063,OUDTSHOORN CLC,,,"SPRINGBOK AVENUE, BRIDGTON, OUDTSHOORN",044-2793253,,SPRINGBOK AVENUE,BRIDGTON,OUDTSHOORN,,55,12,Adult AET,,Public,1248,4944,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1249,4945,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1249,4945,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1250,4946,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1250,4946,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1251,4947,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1251,4947,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1252,4948,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1252,4948,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1253,4949,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1253,4949,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1254,4950,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1254,4950,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1255,4951,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1255,4951,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1256,4952,,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1256,4952,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1260,4956,GETCA blank,56,1064,OUDTSHOORN CORRECTIONAL SERVICES,,,"OUDTSHOORN CORRECTIONAL SERVIC,VICTORIA STREET, OUDTSHOORN",044-2728951,,VICTORIA STREET,OUDTSHOORN,OUDTSHOORN,,56,12,Adult AET,,Public,1260,4956,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1261,4957,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1261,4957,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1262,4958,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1262,4958,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1263,4959,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1263,4959,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1264,4960,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1264,4960,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1265,4961,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1265,4961,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1266,4962,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1266,4962,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1267,4963,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1267,4963,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1268,4964,,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1268,4964,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1272,4968,GETCA blank,83,1094,PARKDENE-PACALTSDORP CLC,,,"ATKINSON MANOR, MISSION STREET, PACALTSDORP",044-8732324,,MISSION STREET,PACALTSDORP,PACALTSDORP,,83,12,Adult AET,,Public,1272,4968,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1273,4969,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1273,4969,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1274,4970,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1274,4970,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1275,4971,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1275,4971,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1276,4972,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1276,4972,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1277,4973,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1277,4973,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1278,4974,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1278,4974,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1279,4975,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1279,4975,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
1280,4976,,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1280,4976,1418,229,,GETCA,Other,GETCA,Other,,,1418,12,2,Adult AET,Tim
1284,4980,GETCA blank,91,1101,PELANDABA CLC,,,"TYHOLORHA PRIMARY, SANDKRAAL ROAD, GEORGE",044-8732324,,SANDKRAAL ROAD,GEORGE,GEORGE,,91,12,Adult AET,,Public,1284,4980,1296,218,,GETCA,,GETCA,,,,1296,12,2,Adult AET,Tim
1285,4981,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1285,4981,1307,219,,GETCA,ABET L1,GETCA,ABET L1,,,1307,12,2,Adult AET,Tim
1286,4982,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1286,4982,1319,220,,GETCA,ABET L2,GETCA,ABET L2,,,1319,12,2,Adult AET,Tim
1287,4983,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1287,4983,1330,221,,GETCA,ABET L3,GETCA,ABET L3,,,1330,12,2,Adult AET,Tim
1288,4984,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1288,4984,1341,222,,GETCA,ABET L4,GETCA,ABET L4,,,1341,12,2,Adult AET,Tim
1289,4985,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1289,4985,1363,224,,GETCA,FET Gr10,GETCA,Grade 10,,,1363,12,2,Adult AET,Tim
1290,4986,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1290,4986,1374,225,,GETCA,FET Gr11,GETCA,Grade 11,,,1374,12,2,Adult AET,Tim
1291,4987,,109,1124,PLETTENBERG BAY CLC,,,"PLETTENBERG BAY SECONDARY SCHO,EBENEZER HIEGHTS, PLETTENBERG BAY",044-3824327,,EBENEZER HIEGHTS,EBENEZER HIEGHTS,PLETTENBERG BAY,,109,12,Adult AET,,Public,1291,4987,1385,226,,GETCA,FET GR12,GETCA,Grade 12,,,1385,12,2,Adult AET,Tim
