ProviderMasterID1,ID,Enrolled,Wrote exams,Passed,Status,Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Field,Provider_ETQA_ID
5771,48,,,,,3268,48873,Higher Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,873
5772,48,,,,,3340,50334,NC: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,873
5816,51,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,892
5817,51,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,892
5818,51,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,892
5828,52,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,904
5853,54,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,953
5854,54,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,953
5855,54,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,953
5856,54,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,953
5857,54,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,953
5858,54,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,953
5859,54,,,,,3466,64649,Higher Certificate: Early Childhood Development,,NQF 5,,,,,953
5860,54,,,,,3468,64650,National Diploma: Early Childhood Development.,,NQF 5,,,,,953
5870,57,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,1005
5903,68,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,22
5904,68,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,22
5905,68,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,22
5906,68,,,,,2266,20160,Certificate: Education,,NQF 5,,,,,22
5907,68,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,22
5908,68,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,22
5909,68,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,22
5910,68,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,22
5944,70,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,41
5945,70,,,,,3338,50333,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,41
5947,71,,,,,3338,50333,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,43
5948,71,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,43
5966,73,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,47
5967,73,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,47
5968,73,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,47
5997,81,,,,,2078,15982,National Certificate: Early Childhood Development: Preschool Phase,,NQF 4,,,,,148
5998,81,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,148
6056,89,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,244
6057,89,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,244
6061,91,,,,,1757,13739,"Certificate in Occupation-directed Education, Training and Development Practice",,NQF 4,,,,,254
6062,91,,,,,1758,13739,Level 4 Occupationally Directed Practitioners Learnership,,NQF 4,,,,,254
6063,91,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,254
6064,91,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,254
6065,91,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,254
6066,91,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,254
6067,91,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,254
6068,91,,,,,2886,23114,Basic Certificate: ECD Learnership Level 1,,NQF 1,,,,,254
6069,91,,,,,2305,20838,National Certificate: ABET Practice,,NQF 4,,,,,254
6070,91,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,254
6071,91,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,254
6072,91,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,254
6073,91,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,254
6074,91,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,254
6075,91,,,,,3466,64649,Higher Certificate: Early Childhood Development,,NQF 5,,,,,254
6076,91,,,,,2265,20160,CERTIFICATE EDUCATION,,NQF 5,,,,,254
6077,91,,,,,3467,64650,National Diploma: Early Childhood Development,,NQF 5,,,,,254
6096,93,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,272
6097,93,,,,,3336,50331,"National Certificate: Occupationally Directed Education, Training and Development Practice",,NQF 6,,,,,272
6104,94,,,,,2305,20838,National Certificate: ABET Practice,,NQF 4,,,,,284
6108,95,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,285
6109,95,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,285
6110,95,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,285
6111,95,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,285
6112,95,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,285
6113,95,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,285
6114,95,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,285
6118,97,,,,,2882,23093,General Education and Training Certificate: Development Practice,,NQF 1,,,,,296
6119,97,,,,,2883,23094,Further Education and Training Certificate: Development Practice,,NQF 4,FETC,,,,296
6122,98,,,,,2884,23095,Higher Education and Training Certificate: Development Practice,,NQF 5,,,,,298
6169,102,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,310
6205,105,,,,,2883,23094,Further Education and Training Certificate: Development Practice,,NQF 4,FETC,,,,365
6206,105,,,,,2882,23093,General Education and Training Certificate: Development Practice,,NQF 1,,,,,365
6207,105,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,365
6208,105,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,365
6209,105,,,,,2265,20160,CERTIFICATE EDUCATION,,NQF 5,,,,,365
6210,105,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,365
6211,105,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,365
6212,105,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,365
6213,105,,,,,2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,,,,,365
6289,2,,,,,3268,48873,Higher Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,465
6290,2,,,,,3801,74672,Further Education and Training Certificate: Generic Management: School Governing Bodies,,NQF 4,FETC,,,,465
6291,2,,,,,1759,13740,"Certificate: Occupation-directed Education, Training and Development Practice",,NQF 5,,,,,465
6292,2,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,465
6293,2,,,,,3338,50333,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,465
6313,3,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,458
6314,3,,,,,3340,50334,NC: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,458
6354,7,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,529
6355,7,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,529
6356,7,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,529
6357,7,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,529
6358,7,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,529
6359,7,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,529
6360,7,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,529
6361,7,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,529
6362,7,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,529
6363,7,,,,,2266,20160,Certificate: Education,,NQF 5,,,,,529
6364,7,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,529
6390,8,,,,,3337,50332,Further Education and Training Certificate: Occupationally-Directed Education Training and Development Practices,,NQF 4,FETC,,,,541
6391,9,,,,,3337,50332,Further Education and Training Certificate: Occupationally-Directed Education Training and Development Practices,,NQF 4,FETC,,,,543
6392,10,,,,,3337,50332,Further Education and Training Certificate: Occupationally-Directed Education Training and Development Practices,,NQF 4,FETC,,,,542
6393,11,,,,,3337,50332,Further Education and Training Certificate: Occupationally-Directed Education Training and Development Practices,,NQF 4,FETC,,,,540
6412,18,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,589
6413,18,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,589
6414,18,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,589
6415,19,,,,,2078,15982,National Certificate: Early Childhood Development: Preschool Phase,,NQF 4,,,,,594
6416,19,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,594
6417,19,,,,,1866,14406,National Certificate: Early Childhood Development: Preschool Phase,,NQF 1,,,,,594
6418,19,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,594
6419,19,,,,,2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,,,,,594
6430,20,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,595
6431,20,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,595
6432,20,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,595
6433,20,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,595
6434,20,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,595
6437,21,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,615
6438,21,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,615
6439,21,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,615
6440,21,,,,,2079,15983,National Diploma: Early Childhood Development: Preschool Phase,,NQF 5,,,,,615
6441,21,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,615
6442,21,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,615
6443,21,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,615
6444,21,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,615
6445,21,,,,,3467,64650,National Diploma: Early Childhood Development,,NQF 5,,,,,615
6446,21,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,615
6447,21,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,615
6448,21,,,,,3466,64649,Higher Certificate: Early Childhood Development,,NQF 5,,,,,615
6449,21,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,615
6450,21,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,615
6451,21,,,,,2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,,,,,615
6483,22,,,,,1759,13740,"Certificate: Occupation-directed Education, Training and Development Practice",,NQF 5,,,,,641
6484,22,,,,,1760,13740,Level 5 Occupationally Directed Practitioners Learnership,,NQF 5,,,,,641
6485,22,,,,,3268,48873,Higher Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,641
6510,24,,,,,4149,80946,National Certificate: Community Development,,NQF 5,,,,,648
6511,24,,,,,4182,83388,National Certificate: Community Development: Early Childhood Development,,NQF 5,,,,,648
6519,29,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,732
6520,29,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,732
6521,30,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,733
6522,30,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,733
6523,30,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,733
6524,30,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,733
6525,30,,,,,3893,76984,Further Education and Training Certificate: Community Development: Early Childhood Development,,NQF 4,FETC,,,,733
6526,30,,,,,3541,67509,Further Education and Training Certificate: Community Development,,NQF 4,FETC,,,,733
6548,32,,,,,1866,14406,National Certificate: Early Childhood Development: Preschool Phase,,NQF 1,,,,,743
6549,32,,,,,2078,15982,National Certificate: Early Childhood Development: Preschool Phase,,NQF 4,,,,,743
6552,33,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,746
6553,33,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,746
6577,36,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,769
6578,36,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,769
6579,36,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,769
6580,36,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,769
6581,36,,,,,2886,23114,Basic Certificate: ECD Learnership Level 1,,NQF 1,,,,,769
6582,36,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,769
6583,36,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,769
6584,36,,,,,2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,,,,,769
6585,36,,,,,2266,20160,Certificate: Education,,NQF 5,,,,,769
6625,44,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,828
6626,44,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,828
6627,44,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,828
6628,44,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,828
6641,46,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,846
6642,46,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,846
6647,48,,,,,1759,13740,"Certificate: Occupation-directed Education, Training and Development Practice",,NQF 5,,,,,873
6648,48,,,,,1760,13740,Level 5 Occupationally Directed Practitioners Learnership,,NQF 5,,,,,873
6649,48,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,873
6650,48,,,,,3266,48869,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,873
6651,48,,,,,3268,48873,Higher Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,873
6652,48,,,,,3340,50334,NC: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,873
6696,51,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,892
6697,51,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,892
6698,51,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,892
6708,52,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,904
6733,54,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,953
6734,54,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,953
6735,54,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,953
6736,54,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,953
6737,54,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,953
6738,54,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,953
6739,54,,,,,3466,64649,Higher Certificate: Early Childhood Development,,NQF 5,,,,,953
6740,54,,,,,3468,64650,National Diploma: Early Childhood Development.,,NQF 5,,,,,953
6750,57,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,1005
6783,68,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,22
6784,68,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,22
6785,68,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,22
6786,68,,,,,2266,20160,Certificate: Education,,NQF 5,,,,,22
6787,68,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,22
6788,68,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,22
6789,68,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,22
6790,68,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,22
6824,70,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,41
6825,70,,,,,3338,50333,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,41
6827,71,,,,,3338,50333,"National Diploma: Occupationally Directed Education, Training and Development Practices",,NQF 5,,,,,43
6828,71,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,43
6846,73,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,47
6847,73,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,47
6848,73,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,47
6877,81,,,,,2078,15982,National Certificate: Early Childhood Development: Preschool Phase,,NQF 4,,,,,148
6878,81,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,148
6936,89,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,244
6937,89,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,244
6941,91,,,,,1757,13739,"Certificate in Occupation-directed Education, Training and Development Practice",,NQF 4,,,,,254
6942,91,,,,,1758,13739,Level 4 Occupationally Directed Practitioners Learnership,,NQF 4,,,,,254
6943,91,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,254
6944,91,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,254
6945,91,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,254
6946,91,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,254
6947,91,,,,,2885,23114,Basic Certificate: Early Childhood Development,,NQF 1,,,,,254
6948,91,,,,,2886,23114,Basic Certificate: ECD Learnership Level 1,,NQF 1,,,,,254
6949,91,,,,,2305,20838,National Certificate: ABET Practice,,NQF 4,,,,,254
6950,91,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,254
6951,91,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,254
6952,91,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,254
6953,91,,,,,3572,71751,General Education and Training Certificate: Adult Basic Education and Training,,NQF 1,,,,,254
6954,91,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,254
6955,91,,,,,3466,64649,Higher Certificate: Early Childhood Development,,NQF 5,,,,,254
6956,91,,,,,2265,20160,CERTIFICATE EDUCATION,,NQF 5,,,,,254
6957,91,,,,,3467,64650,National Diploma: Early Childhood Development,,NQF 5,,,,,254
6976,93,,,,,3339,50334,National Certificate: Occupationally Directed Education Training and Development Practices,,NQF 5,,,,,272
6977,93,,,,,3336,50331,"National Certificate: Occupationally Directed Education, Training and Development Practice",,NQF 6,,,,,272
6984,94,,,,,2305,20838,National Certificate: ABET Practice,,NQF 4,,,,,284
6988,95,,,,,2888,23116,National Certificate: Early Childhood Development,,NQF 4,,,,,285
6989,95,,,,,2887,23116,ECD Practitioners Levels 4,,NQF 4,,,,,285
6990,95,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,285
6991,95,,,,,2891,23118,ECD Practitioners Levels 5,,NQF 5,,,,,285
6992,95,,,,,2892,23118,National Diploma: Early Childhood Development,,NQF 5,,,,,285
6993,95,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,285
6994,95,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,285
6998,97,,,,,2882,23093,General Education and Training Certificate: Development Practice,,NQF 1,,,,,296
6999,97,,,,,2883,23094,Further Education and Training Certificate: Development Practice,,NQF 4,FETC,,,,296
7002,98,,,,,2884,23095,Higher Education and Training Certificate: Development Practice,,NQF 5,,,,,298
7049,102,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,310
7085,105,,,,,2883,23094,Further Education and Training Certificate: Development Practice,,NQF 4,FETC,,,,365
7086,105,,,,,2882,23093,General Education and Training Certificate: Development Practice,,NQF 1,,,,,365
7087,105,,,,,3413,60550,Further Education and Training Certificate: School Business Administration,,NQF 4,FETC,,,,365
7088,105,,,,,3651,73254,General Education and Training Certificate: Adult Basic Education and Training: Early Childhood Development,,NQF 1,,,,,365
7089,105,,,,,2265,20160,CERTIFICATE EDUCATION,,NQF 5,,,,,365
7090,105,,,,,3394,58761,Further Education and Training Certificate: Early Childhood Development,,NQF 4,FETC,,,,365
7091,105,,,,,2889,23117,Higher Certificate: Early Childhood Development,,NQF 5,,,,,365
7092,105,,,,,3393,58761,FETC: Early Childhood Development Learnership,,NQF 4,FETC:learnership,Early Childhood Development Learnership,,,365
7093,105,,,,,2890,23117,"Higher Certificate: Early Childhood Development, NQF 5",,NQF 5,,,,,365
7162,1,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,484
7163,1,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,484
7164,1,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,484
7165,1,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,484
7166,1,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,484
7167,1,,,,,3334,50308,National Certificate: Bread and Flour Confectionery Baking,,NQF Level 3,,,,,484
7168,1,,,,,3333,50307,National Certificate: Bread and Flour Confectionery Baking,,NQF Level 2,,,,,484
7169,2,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,489
7170,2,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,489
7181,3,,,,,2290,20507,National Certificate: Food and Beverage Packaging,,NQF Level 3,,,,,559
7182,3,,,,,2293,20508,National Certificate: Food and Beverage Processing: Soft Drinks Processing,,,,,,,559
7183,4,,,,,2293,20508,National Certificate: Food and Beverage Processing: Soft Drinks Processing,,,,,,,561
7184,4,,,,,2289,20506,National Certificate: Food and Beverage Processing: Malting Processing,,NQF Level 3,,,,,561
7185,4,,,,,2293,20508,National Certificate: Food and Beverage Processing: Soft Drinks Processing,,,,,,,561
7186,4,,,,,2290,20507,National Certificate: Food and Beverage Packaging,,NQF Level 3,,,,,561
7187,4,,,,,2294,20509,National Certificate: Food and Beverage Processing: Spirits Processing,,NQF Level 3,,,,,561
7188,4,,,,,2295,20510,National Certificate: Food and Beverage Processing: Wine Processing,,NQF Level 3,,,,,561
7189,4,,,,,2288,20505,National Certificate: Food and Beverage Processing: Brewing Processing,,NQF Level 3,,,,,561
7192,5,,,,,2272,20207,National Certificate: Food and Beverage Processing: Raw Milk and Cream Handling and Storing,,,,,,,609
7193,5,,,,,2275,20214,National Certificate: Food and Beverage Processing:  Dairy Primary Processing,,NQF Level 3,,,,,609
7194,6,,,,Skills Programme,528,,Skills programme:  Performance Management and Planning.,,NQF Level 6,Skills programme,Performance Management and Planning.,,,610
7195,6,,,,Skills Programme,602,,Skills programme: Performance Growth for Team Leaders.,,NQF Level 5,Skills programme,Performance Growth for Team Leaders.,,,610
7201,8,,,,,3369,57694,National Certificate: Food and Beverage Packaging Operations,,,,,,,910
7202,9,,,,,3762,74189,"National Certificate: Cereals, Snacks, Pasta and Condiments Manufacturing",,,,,,,658
7203,9,,,,,3369,57694,National Certificate: Food and Beverage Packaging Operations,,,,,,,658
7205,10,,,,,3324,50024,National Certificate: Dairy Primary Processing,,,,,,,667
7206,10,,,,,3326,50083,National Certificate: Milk and Cream Handling and Storing,,,,,,,667
7207,10,,,,,3331,50305,National Certificate: Food Laboratory Analysis,,,,,,,667
7208,10,,,,,3332,50306,Further Education and Training Certificate: Dairy Manufacturing Technology,,,FETC,,,,667
7209,10,,,,,2271,20207,Dairy Raw Material Receiving and Storing (learnership),,,,,,,667
7210,10,,,,,1848,14113,National Certificate: Food and Beverage Services,,,,,,,667
7211,10,,,,,2274,20214,Dairy Primary Processing (learnership),,,,,,,667
7212,10,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,667
7213,10,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,667
7214,10,,,,Skills Programme,569,,Skills programme: Good Manufacturing Practices,,NQF Level 1,Skills programme,Good Manufacturing Practices,,,667
7216,12,,,,,2289,20506,National Certificate: Food and Beverage Processing: Malting Processing,,NQF Level 3,,,,,712
7217,12,,,,,2808,21813,National Certificate: Food and Beverage First Line Manufacturing Management,,,,,,,712
7218,12,,,,,3449,63869,National Certificate: Winemaking,,,,,,,712
7219,12,,,,,2290,20507,National Certificate: Food and Beverage Packaging,,NQF Level 3,,,,,712
7220,12,,,,,2295,20510,National Certificate: Food and Beverage Processing: Wine Processing,,NQF Level 3,,,,,712
7221,12,,,,,2294,20509,National Certificate: Food and Beverage Processing: Spirits Processing,,NQF Level 3,,,,,712
7222,12,,,,Skills Programme,553,,"Skills programme: Collect, receive and store raw milk or cream.",,,Skills programme,"Collect, receive and store raw milk or cream.",,,712
7223,12,,,,Skills Programme,530,,Skills programme:  Self Management Development Program,,NQF Level 4,Skills programme,Self Management Development Program,,,712
7224,12,,,,Skills Programme,531,,Skills programme:  Team Leader Development Program,,NQF Level 5,Skills programme,Team Leader Development Program,,,712
