Qualifications_ID,QualCode,QualName,Credits,NQF level,Qualification Type,Descriptor,Specialisation,Sub_Specialisation,Field,ID,ETQAs_ID
1555,120395,"U/S: Evaluate the quality of raw milk in terms of its microbial load, as indicated by the resazurin test",,,Unit standard,,,,,606,3
1556,120396,U/S: Collect bulk milk from the farm by means of a milk tanker,,,Unit standard,,,,,607,3
1557,120398,U/S: Measure the temperature of food products and evaluate the readings,,,Unit standard,,,,,608,3
1558,120400,U/S: Evaluate the quality of milk in terms of its solids-non-fat content,,,Unit standard,,,,,609,3
1559,120401,U/S: Take a representative food sample,,,Unit standard,,,,,610,3
1560,120402,U/S:  Demonstrate an understanding of introductory principles of chemistry and physics,,,Unit standard,,,,,611,3
1561,120402,U/S: Demonstrate an understanding of introductory principles of chemistry and physics,,,Unit standard,,,,,612,3
1562,120403,U/S: Apply good manufacturing practices as part of a food safety system,,,Unit standard,,,,,613,3
1563,120404,"U/S: Maintain personal hygiene, health and presentation in a food handling environment",,,Unit standard,,,,,614,3
1564,120404,"U/S: Maintain personal hygiene, health and presentation in a food handling environment.",,,Unit standard,,,,,615,3
1565,120405,U/S:  Clean and sanitise a fast moving consumer goods (FMCG) processing system using a automated cleaning-in-place (CIP) system,,,Unit standard,,,,,616,3
1566,120405,U/S: Clean and sanitise a fast moving consumer goods (FMCG) processing system using a automated cleaning-in-place (CIP) system,,,Unit standard,,,,,617,3
1567,120407,U/S: Evaluate the quality of raw milk in terms of its antibiotics content,,,Unit standard,,,,,618,3
1568,120408,U/S: Evaluate the quality of milk in terms of its freezing point,,,Unit standard,,,,,619,3
1569,120410,U/S:  Clean and sanitise food manufacturing equipment and surface manually,,,Unit standard,,,,,620,3
1570,120410,U/S: Clean and sanitise food manufacturing equipment and surface manually,,,Unit standard,,,,,621,3
1571,120411,U/S: Evaluate the quality of a food product in terms of its pH,,,Unit standard,,,,,622,3
1572,120412,"U/S: Demonstrate an understanding of dairy terminology, equipment and systems",,,Unit standard,,,,,623,3
1573,120413,U/S: Receive and store raw milk or cream in a silo at a milk reception facility,,,Unit standard,,,,,624,3
1574,120416,U/S: Apply personal safety practices in a food or sensitive consumer product environment,,,Unit standard,,,,,625,3
1575,120416,U/S: U/S: Apply personal safety practices in a food or sensitive consumer product environment,,,Unit standard,,,,,626,3
1576,120417,U/S: Understand the control of pests and waste materials as part of a food safety system,,,Unit standard,,,,,627,3
1577,12075,Postgraduate Diploma: Public Health,120,NQF Level 08,Postgraduate Diploma,Public Health,,,,628,15
1578,12105,Bachelor of Science: Audiology,480,NQF Level 08,Bachelor,Science,Audiology,,,629,15
1579,12107,Bachelor of Science: Speech-Language Pathology,480,NQF Level 08,Bachelor,Science,Speech-Language Pathology,,,630,15
158,,Diploma in Integrated Brand Communications,,,Diploma,Integrated Brand Communications,,,,631,13
1580,12153,U/S: Use the writing process to compose texts required in the business environment,,,Unit standard,,,,,632,19
1581,12153,U/S: Use the writing process to compose texts required in the business environment,5,NQF 4,Unit standard,,,,,633,9
1581,12153,U/S: Use the writing process to compose texts required in the business environment,5,NQF 4,Unit standard,,,,,634,20
1583,12154,U/S: Apply comprehension skills to engage oral texts in a business environment,5,NQF 4,Unit standard,,,,,635,9
1583,12154,U/S: Apply comprehension skills to engage oral texts in a business environment,5,NQF 4,Unit standard,,,,,636,20
1585,12155,U/S: Apply comprehension skills to engage written texts in a business environment,5,NQF 4,Unit standard,,,,,637,9
1585,12155,U/S: Apply comprehension skills to engage written texts in a business environment,5,NQF 4,Unit standard,,,,,638,20
1586,12203,U/S: Demonstrate knowledge of issues relating to HIV and AIDS,2,NQF 1,Unit standard,,,,,639,20
1587,12316,U/S: Perform first line maintenance on manufacturing or packing equipment,,,Unit standard,,,,,640,3
1588,123253,U/S: Operate a rigid heavy vehicle,15,NQF 4,Unit standard,,,,,641,9
1589,123275,"U/S: Evaluate the quality of a dairy product in terms of its moisture content, as indicated by the Toluene distillation method",,,Unit standard,,,,,642,3
159,,Diploma in Interactive Graphics (HEQSF aligned - 360 credits: Contact Mode),,,Diploma,Interactive Graphics,,,,643,13
1590,123276,"U/S: Evaluate the fat-, salt-, moisture- and solids-non-fat-content of butter as indicated by the Kohman test",,,Unit standard,,,,,644,3
1591,123277,U/S: Evaluate the quality of a food product in terms of its total solids content using an oven drying method,,,Unit standard,,,,,645,3
1592,123280,U/S: Evaluate the quality of a food product in terms of its viscosity,,,Unit standard,,,,,646,3
1593,123282,U/S: Evaluate the quality of cheese in terms of its salt content,,,Unit standard,,,,,647,3
1594,123283,U/S: Evaluate the sensory quality of butter,,,Unit standard,,,,,648,3
1595,123284,U/S: Evaluate the quality of a food product in terms of its fat content as determined by an ether extraction method,,,Unit standard,,,,,649,3
1596,123285,"U/S: Evaluate the extent of saturation of butterfat (in cream butter), as indicated by its iodine value",,,Unit standard,,,,,650,3
1597,123287,U/S: Evaluate the sensory quality of cheese,,,Unit standard,,,,,651,3
1598,123288,U/S: Evaluate the sensory value of dried dairy products,,,Unit standard,,,,,652,3
1599,123289,U/S: Evaluate the sensory quality of liquid long life dairy products,,,Unit standard,,,,,653,3
16,,Advanced Certificate in Business (HEQSF Aligned 360credits: Contact Mode),,,Advanced Certificate,Business,,,,654,13
160,,Diploma in Interior Design (HEQSF aligned 360 credits: Contact Mode),,,Diploma,Interior Design,,,,655,13
1600,123291,U/S: Evaluate the quality of instant milk powder in terms of its dispersibility,,,Unit standard,,,,,656,3
1601,123292,U/S: Evaluate the quality of a dairy powder in terms of its bulk density,,,Unit standard,,,,,657,3
1602,123294,U/S: Evaluate the quality of a food product in terms of it Brix-value,,,Unit standard,,,,,658,3
1603,123298,U/S: Operate and control the wrapping and sealing of individual food product units,,,Unit standard,,,,,659,3
1604,123300,U/S: Evaluate the sensory quality of processed cheese,,,Unit standard,,,,,660,3
1605,123301,U/S: Operate and control the individual wrapping of process cheese portions,,,Unit standard,,,,,661,3
1606,123303,"U/S: Demonstrate an understanding of the connection between milk constituents, syneresis and moisture control in cheese curd",,,Unit standard,,,,,662,3
1607,123305,U/S: Evaluate the sensory quality of fermented dairy products,,,Unit standard,,,,,663,3
1608,123306,"U/S: Operate and control aseptic forming, filling and sealing of containers for food products",,,Unit standard,,,,,664,3
1609,123307,U/S: Coagulate milk or a dairy mixture for the manufacturing of a fermented product,,,Unit standard,,,,,665,3
161,,Diploma in International Travel,,,Diploma,International Travel,,,,666,13
1610,123308,U/S: Perform controlled lactose crystallisation in sweetened condensed milk or concentrated whey,,,Unit standard,,,,,667,3
1611,123309,U/S: Manufacture a sterilised food product by means of a retort,,,Unit standard,,,,,668,3
1612,123310,Manufacture a UHT food product,,,Unit Standard,,,,,669,3
1613,123311,U/S: Manufacture a Gouda or Grana type cheese from coagulated milk,,,Unit standard,,,,,670,3
1614,123347,U/S: Operate and control the forming and wrapping of a brick or cube shaped food product,,,Unit standard,,,,,671,3
1615,123348,U/S: Demonstrate an understanding of the functional components of milk,,,Unit standard,,,,,672,3
1616,123350,U/S: Manufacture a sterilised food product by means of a steri-tower,,,Unit standard,,,,,673,3
1617,123351,Manufacture processed cheese,,,Unit Standard,,,,,674,3
1618,123353,Prepare bulk starter culture for the manufacturing of fermented dairy products or cheese,,,Unit Standard,,,,,675,3
1619,123354,U/S: Manufacture a Cheddar type cheese from coagulated milk,,,Unit standard,,,,,676,3
162,,Diploma in Jewellery Design (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Jewellery Design,,,,677,13
1620,123355,U/S: Manufacture a dry food product by means of a roller dryer,,,Unit standard,,,,,678,3
1621,123357,U/S: Conduct a hazard analysis critical control point (HACCP) study in a food handling environment,,,Unit standard,,,,,679,3
1622,123358,U/S: Manufacture a Mozzarella type cheese from coagulated milk,,,Unit standard,,,,,680,3
1623,123359,U/S: Produce a range of sweet dough products in a craft baking environment,,,Unit standard,,,,,681,3
1624,123360,U/S: Produce a range of bread roll products in a craft baking environment,,,Unit standard,,,,,682,3
1625,123361,U/S: Produce a range of cakes in a craft baking environment,,,Unit standard,,,,,683,3
1626,123362,U/S: Produce a range of speciality breads in a craft baking environment,,,Unit standard,,,,,684,3
1627,123363,U/S: Produce a range of Choux pastry products in a craft baking environment,,,Unit standard,,,,,685,3
1628,123364,U/S: Produce a range of meringue products in a craft baking environment,,,Unit standard,,,,,686,3
1629,123365,U/S: Produce a range of puff pastry products in a craft baking environment,,,Unit standard,,,,,687,3
163,,Diploma in Journalism,,,Diploma,Journalism,,,,688,13
1630,123366,U/S: Produce a range of short pastry products in a craft baking environment,,,Unit standard,,,,,689,3
1631,123367,U/S: Handle and bake off a range of frozen products in a craft baking or retail environment,,,Unit standard,,,,,690,3
1632,123371,U/S: Produce a range of muffins in a craft baking environment,,,Unit standard,,,,,691,3
1633,123373,U/S: Produce a range of bread products in a craft baking environment,,,Unit standard,,,,,692,3
1634,123375,U/S: Produce a range of chemical aerated dough products in a craft baking environment,,,Unit standard,,,,,693,3
1635,123394,U/S: Develop outcomes-based learning programmes,,NQF 5,Unit standard,,,,,694,25
1636,123396,U/S: Define target audience profiles and skills gaps,,NQF 4,Unit standard,,,,,695,25
1637,123397,U/S: Evaluate a learning intervention using given evaluation instruments,,NQF 5,Unit standard,,,,,696,25
1638,123398,U/S: Facilitate the transfer and application of learning in the workplace,,NQF 5,Unit standard,,,,,697,25
1639,123401,U/S: Design outcomes-based learning programmes,,NQF 6,Unit standard,,,,,698,25
164,,Diploma in Journalism and Media Studies (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Journalism and Media Studies,,,,699,13
1640,12352,U/S: Demonstrate knowledge of the roles and responsibilities of a community committee,4,NQF 2,Unit standard,,,,,700,20
1641,12417,"U/S: Measure, estimate & calculate physical quantities & explore, critique & prove geometrical relationships in 2 and 3 dimensional space in the life and workplace of adult with increasing responsibilities",,,Unit standard,,,,,701,19
1642,12417,"U/S: Measure, estimate & calculate physical quantities & explore, critique & prove geometrical relationships in 2 and 3 dimensional space in the life and workplace of adult with increasing responsibilities",4,NQF 4,Unit standard,,,,,702,20
1643,12417,"U/S: Measure, estimate and calculate",4,NQF 4,Unit standard,,,,,703,9
1644,12433,U/S: Use communication techniques effectively,,,Unit standard,,,,,704,19
1645,12433,U/S: Use communication techniques effectively,8,NQF 5,Unit standard,,,,,705,9
1646,12444,"U/S: Measure, estimate and calculate physical quantities and explore, describe and represent geometrical relationships in 2-dimensions in different life or workplace contexts",3,NQF 2,Unit standard,,,,,706,20
1647,12462,U/S: Engage in a range of speaking and listening interactions for a variety of purposes,6,NQF 1,Unit standard,,,,,707,20
1648,12469,U/S: Read and respond to a range of text types,,NQF 1,Unit standard,,,,,708,25
1649,12469,U/S: Read and respond to a range of text types,6,NQF 1,Unit standard,,,,,709,20
165,,Diploma in Journalism Studies,,,Diploma,Journalism Studies,,,,710,13
1650,12470,U/S: Write for a variety of different purposes,,NQF 1,Unit standard,,,,,711,25
1651,12470,U/S: Write for a variety of different purposes,6,,Unit standard,,,,,712,20
1652,12470,U/S: Write for a variety of different purposes,6,NQF 1,Unit standard,,,,,713,20
1653,12471,U/S: Explore and use a variety of strategies to learn (revised),,NQF 1,Unit standard,,,,,714,25
1654,12471,U/S: Explore and use a variety of strategies to learn (revised),5,NQF 1,Unit standard,,,,,715,20
1655,12483,U/S: Perform basic first aid,4,NQF 2,Unit standard,,,,,716,20
1656,12492,U/S: Set up and operate a video assist for film camera,4,NQF 5,Unit standard,,,,,717,9
1657,12493,U/S: Load and unload film camera magazines,6,NQF 5,Unit standard,,,,,718,9
1658,12494,U/S: Operate a clapper board for a film shoot,4,NQF 5,Unit standard,,,,,719,9
1659,12495,"U/S: Obtain, check and maintain film equipment for a film shoot",6,NQF 5,Unit standard,,,,,720,9
166,,Diploma in Marketing and Advertising,,,Diploma,Marketing and Advertising,,,,721,13
1660,12499,U/S: Edit sound,5,NQF 5,Unit standard,,,,,722,9
1661,12500,U/S: Prepare lighting equipment for production,4,NQF 5,Unit standard,,,,,723,9
1662,12501,U/S: Provide amplified sound for performers,6,NQF 5,Unit standard,,,,,724,9
1663,12502,U/S: Provide amplified sound,10,NQF 5,Unit standard,,,,,725,9
1664,12513,U/S: Plan and manage time in the workplace,,,Unit standard,,,,,726,19
1665,12514,"U/S: Maintain personal hygiene, health and presentation",4,NQF 1,Unit standard,,,,,727,20
1666,12544,U/S: Facilitate the preparation and presentation of evidence for assessment,,NQF 4,Unit standard,,,,,728,25
1667,12547,"U/S: Demonstrate knowledge and understanding of the role, functions and duties of trustees of Retirement Funds",,,Unit standard,,,,,729,19
1668,12548,U/S: Demonstrate ability to use and interpret texts that apply to the role and responsibilities of trustees of Retirement Funds,,,Unit standard,,,,,730,19
1669,12550,U/S: Demonstrate knowledge and understanding of the role functions and responsibilities of Trustees of Medical Schemes,,,Unit standard,,,,,731,19
167,,Diploma in Marketing Communication (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Marketing Communication,,,,732,13
1670,12554,U/S: Control Weeds manually,3,NQF 1,Unit standard,,,,,733,20
1671,12556,U/S: Apply fertiliser manually,2,NQF 1,Unit standard,,,,,734,20
1672,12561,U/S: Erect and maintain wire fencing,4,NQF 1,Unit standard,,,,,735,20
1673,12564,U/S: Control nematodes manually using chemicals,5,NQF 1,Unit standard,,,,,736,20
1674,12565,U/S: Irrigate crops to maintain a predetermined moisture content,5,NQF 1,Unit standard,,,,,737,20
1675,12566,U/S: Harvest sugarcane manually,5,NQF 1,Unit standard,,,,,738,20
1676,12567,U/S: Plant sugarcane manually,5,NQF 1,Unit standard,,,,,739,20
1677,12573,U/S: Demonstrate an understanding of selecting the appropriate sites for growing grapes,5,NQF 1,Unit standard,,,,,740,20
1678,12574,U/S: Demonstrate an understanding of different wine cultivars,4,NQF 1,Unit standard,,,,,741,20
1679,12575,U/S: Demonstrate an understanding of soil preparation,5,NQF 1,Unit standard,,,,,742,20
168,,Diploma in Marketing Management,,,Diploma,Marketing Management,,,,743,13
1680,12577,U/S: Erect a trellis system for the growing of vines,3,NQF 1,Unit standard,,,,,744,20
1681,12578,U/S: Demonstrate an understanding of establishing a vineyard,4,NQF 1,Unit standard,,,,,745,20
1682,12579,U/S: Demonstrate an understanding of vine frame development ,3,NQF 1,Unit standard,,,,,746,20
1683,12580,U/S: Demonstrate an understanding of vine pruning,4,NQF 1,Unit standard,,,,,747,20
1684,12581,U/S: Demonstrate an understanding of canopy management,3,NQF 1,Unit standard,,,,,748,20
1685,12582,U/S: Demonstrate an understanding of vine irrigation,4,NQF 1,Unit standard,,,,,749,20
1686,12583,U/S: Demonstrate an understanding of the cultivation of soil and the control of weed,4,NQF 1,Unit standard,,,,,750,20
1687,12584,U/S: Demonstrate an understanding of the nutrient requirements and fertilisation of vines,4,NQF 1,Unit standard,,,,,751,20
1688,12585,U/S: Harvest ripe grapes,3,NQF 1,Unit standard,,,,,752,20
1689,12586,"U/S: Demonstrate an understanding of diseases, pests and vine abnormalities",5,NQF 1,Unit standard,,,,,753,20
169,,Diploma in Marketing Management (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Marketing Management,,,,754,13
1690,12587,U/S: Care for farm animals,10,NQF 1,Unit standard,,,,,755,20
1691,12588,U/S: Handle and move farm animals,10,NQF 1,Unit standard,,,,,756,20
1692,12590,U/S: Harvest of animal products,16,NQF 1,Unit standard,,,,,757,20
1693,12591,U/S: Administer husbandry practices to farm animals,20,NQF 1,Unit standard,,,,,758,20
1694,12593,U/S: Feed farm animals in accordance with a planned diet,6,NQF 1,Unit standard,,,,,759,20
1695,12594,U/S: Understand the process of slaughtering farm animals,5,NQF 1,Unit standard,,,,,760,20
1696,12597,U/S: Make a crop and cultivar choice for your region ,5,NQF 1,Unit standard,,,,,761,20
1697,12600,U/S: Harvest cotton manually,5,NQF 1,Unit standard,,,,,762,20
1698,12601,U/S: Plant cotton manually,5,NQF 1,Unit standard,,,,,763,20
1699,12602,U/S: Vision mix a television production,8,NQF 5,Unit standard,,,,,764,9
17,,Advanced Certificate in Commerce (Contact),,,Advanced Certificate,Commerce (Contact),,,,765,13
170,,Diploma in Marketing Management and Entrepreneurship,,,Diploma,Marketing Management and Entrepreneurship,,,,766,13
1700,12603,U/S: Final mix sound tracks for a production,10,NQF 5,Unit standard,,,,,767,9
1701,12605,U/S Interview and lead discussion for radio broadcast purposes,12,NQF 6,Unit Standard,,,,,768,9
1702,12606,U/S: Operate studio equipment for radio production,5,NQF 5,Unit standard,,,,,769,9
1703,12608,U/S: Record sound from a single source,3,NQF 4,Unit standard,,,,,770,9
1704,12608,U/S: Record sound from a single source,3,NQF 5,Unit standard,,,,,771,9
1705,12610,U/S: Plan for commissioning a television programme,7,NQF 5,Unit standard,,,,,772,9
1706,12611,U/S: Commission a television programme,7,NQF 5,Unit standard,,,,,773,9
1707,12611,U/S: Plan for commissioning a television programme Commission a television programme,7,NQF 5,Unit standard,,,,,774,9
1708,12613,U/S: Oversee the production of a commissioned television programme,10,NQF 5,Unit standard,,,,,775,9
1709,12613,U/S: Plan for commissioning a television programme Oversee the production of a commissioned television programme,10,NQF 5,Unit standard,,,,,776,9
171,,Diploma in Media and Graphic Design,,,Diploma,Media and Graphic Design,,,,777,13
1710,12616,U/S: Operate and perform routine maintenance on equipment and tools,5,NQF 3,Unit standard,,,,,778,20
1711,12617,U/S: Maintain hygiene measures,3,NQF 2,Unit standard,,,,,779,20
1712,12620,U/S: Apply basic safety principles in the context of conservation,3,NQF 1,Unit standard,,,,,780,20
1713,12621,"U/S: Collect, use and communicate data that relate to farming",2,NQF 2,Unit standard,,,,,781,20
1714,12623,U/S: Control weeds,7,NQF 2,Unit standard,,,,,782,20
1715,12762,U/S: Market and Prepare a Floorplan facility in an Asset Based Financing environment,10,NQF 5,Unit standard,,,,,783,21
1716,12764,U/S: Assess Credit for a Floorplan facility in an Asset Based Financing environment,6,NQF 5,Unit standard,,,,,784,21
1717,12834,U/S: Care for babies and toddlers in ECD settings,,NQF 2,Unit standard,,,,,785,25
1718,12836,U/S: Facilitate the learning and development of toddlers (18-36 months) in ECD settings,,NQF 3,Unit standard,,,,,786,25
1719,12838,U/S: Create an inclusive anti-bias learning environment in ECD settings,,NQF 3,Unit standard,,,,,787,25
172,,Diploma in Multimedia Design and Production,,,Diploma,Multimedia Design and Production,,,,788,13
1720,12839,U/S: Support children and adults living with HIV/AIDS in ECD settings,,NQF 3,Unit standard,,,,,789,25
1721,12840,U/S: Include children experiencing barriers to learning and development in ECD settings,,NQF 3,Unit standard,,,,,790,25
1722,12841,U/S: Compile a portfolio in ECD practice,,NQF 3,Unit standard,,,,,791,25
1723,12842,U/S: Manage diversity in ECD settings,,NQF 5,Unit standard,,,,,792,25
1724,12886,"U/S: Operate within the ethical, professional and legal limits of the South African and international legislation and codes of practice regulating the financial markets",20,NQF 6,Unit standard,,,,,793,21
1725,12887,U/S: Demonstrate an understanding of the functioning of the international financial markets within the South African context,18,NQF 6,Unit standard,,,,,794,21
1726,12983,U/S: Interpret statutes and provide basic information on South African legislation as it relates to the accounting function,10,NQF 5,Unit standard,,,,,795,9
1727,12983,U/S: Plan for commissioning a television programme Interpret statutes and provide basic information on South African legislation as it relates to the accounting function,10,NQF 5,Unit standard,,,,,796,9
1728,12989,U/S: Make and record payments,8,NQF 5,Unit standard,,,,,797,9
1729,12989,U/S: Plan for commissioning a television programme Make and record payments,8,NQF 5,Unit standard,,,,,798,9
173,,Diploma in Office Administration,,,Diploma,Office Administration,,,,799,13
1730,12994,U/S: Plan for commissioning a television programme Supply costing information for management control,8,NQF 5,Unit standard,,,,,800,9
1731,12994,U/S: Supply costing information for management control,8,NQF 5,Unit standard,,,,,801,9
1732,12996,"U/S: Plan for commissioning a television programme Record, analyse and prepare cost information",10,NQF 5,Unit standard,,,,,802,9
1733,12996,"U/S: Record, analyse and prepare cost information",10,NQF 5,Unit standard,,,,,803,9
1734,12998,U/S: Plan for commissioning a television programme Produce spreadsheets using accounting related information technology,8,NQF 5,Unit standard,,,,,804,9
1735,12998,U/S: Produce spreadsheets using accounting related information technology,8,NQF 5,Unit standard,,,,,805,9
1736,13167,U/S: Identify potential hazards and critical safety issues in the workplace,2,NQF 1,Unit standard,,,,,806,20
1737,13176,"U/S: Describe and discuss basic issues relating to the nature of business, the stakeholders in a business and business profitability",3,NQF 1,Unit standard,,,,,807,20
1738,13195,U/S: Lead workgroup activities relating to material preparation processes,8,NQF 4,Unit standard,,,,,808,20
1739,13300,U/S: Present the factual requirements of mortgage finance options,10,NQF 5,Unit standard,,,,,809,21
174,,Diploma in Office Management (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Office Management,,,,810,13
1740,13302,U/S: Guide a borrower through application for a mortgage loan,6,NQF 5,Unit standard,,,,,811,21
1741,13355,U/S: Demonstrate an understanding of the physical and biological environment and its relationship to sustainable crop production,4,NQF 1,Unit standard,,,,,812,20
1742,13356,U/S: Assess the influence of the environment on sustainable livestock production,4,NQF 1,Unit standard,,,,,813,20
1743,13357,U/S: Demonstrate an understanding of agricultural production management practices in relation to the socio-economic environment,3,NQF 1,Unit standard,,,,,814,20
1744,13357,U/S: Demonstrate an understanding of agricultural production management practices in relation to the socio-economic environment ,3,NQF 1,Unit standard,,,,,815,20
1745,13400,U/S: Demonstrate an understanding of the Basic Principles of Project and Structured Finance,7,NQF 5,Unit standard,,,,,816,21
1746,13421,U/S: Evaluate the impact of changes to details on the finance agreement after bond registration,14,NQF 5,Unit standard,,,,,817,21
1747,13486,U/S: Plan for commissioning a television programme Research an event,4,NQF 5,Unit standard,,,,,818,9
1748,13486,U/S: Research an event,4,NQF 5,Unit standard,,,,,819,9
1749,13639 ,Electrics: Chemical Electrical ,120 ,Level TBA: Pre-2009 was L4 ,TBD,Electrics,Chemical Electrical ,,,820,24
175,,Diploma in Operating Department Assistance,,,Diploma,Operating Department Assistance,,,,821,13
1750,13669,U/S: Apply introductory knowledge of environmental ethics in the context of personal experience,,NQF 4,Unit standard,,,,,822,25
1751,13676 ,Mechanics: Chemical Fitting ,120 ,NQF Level 2 ,TBD,Mechanics,Chemical Fitting ,,,823,24
1752,13678 ,Mechanics: Chemical Boilermaking: Technology ,120 ,NQF Level 2 ,TBD,Mechanics,"Chemical Boilermaking, Technology",,,824,24
1753,13679,U/S: Control and extinguish a fire in a conservation area,3,NQF 2,Unit standard,,,,,825,20
1754,13679 ,Mechanics: Chemical Turning ,120 ,Level TBA: Pre-2009 was L4 ,TBD,Mechanics,Chemical Turning ,,,826,24
1755,13680 ,Mechanics: Chemical Turning ,120 ,NQF Level 3 ,TBD,Mechanics,Chemical Turning ,,,827,24
1756,13692 ,Mechanics: Chemical Turning ,120 ,NQF Level 2 ,TBD,Mechanics,Chemical Turning ,,,828,24
1757,13739,"Certificate in Occupation-directed Education, Training and Development Practice",,NQF 4,Certificate,"Occupation-directed Education, Training and Development Practice",,,,829,25
1758,13739,Level 4 Occupationally Directed Practitioners Learnership,,NQF 4,TBD,Level 4 Occupationally Directed Practitioners Learnership,,,,830,25
1759,13740,"Certificate: Occupation-directed Education, Training and Development Practice",,NQF 5,Certificate,"Occupation-directed Education, Training and Development Practice",,,,831,25
176,,Diploma in Operations Management(HEQSF aligned 360 credits: Distance Mode),,,Diploma,Operations Management,,,,832,13
1760,13740,Level 5 Occupationally Directed Practitioners Learnership,,NQF 5,TBD,Level 5 Occupationally Directed Practitioners Learnership,,,,833,25
1761,13792,U/S: Apply editing aesthetics in film and television,6,NQF 5,Unit standard,,,,,834,9
1762,13792,U/S: Plan for commissioning a television programme Apply editing aesthetics in film and television,6,NQF 5,Unit standard,,,,,835,9
1763,13793,U/S: Assemble pictures and sound to specification,6,NQF 5,Unit standard,,,,,836,9
1764,13796,U/S: Prepare and operate off-line video editing equipment,7,NQF 5,Unit standard,,,,,837,9
1765,13797,U/S: Prepare and operate on-line video editing equipment,7,NQF 5,Unit standard,,,,,838,9
1766,13800,U/S: Capture quality sound with a boom microphone,5,NQF 5,Unit standard,,,,,839,9
1767,13802,U/S: Programme and operate lighting console,4,NQF 5,Unit standard,,,,,840,9
1768,13806,U/S: Code a web page layout,4,NQF 5,Unit standard,,,,,841,9
1769,13807,U/S: Design graphics for multimedia,8,NQF 5,Unit standard,,,,,842,9
177,,Diploma in Photography,,,Diploma,Photography,,,,843,13
1770,13848,U/S: Support healthy development in ECD programmes,,NQF 1,Unit standard,,,,,844,25
1771,13850,U/S: Facilitate active learning in ECD programmes,,NQF 4,Unit standard,,,,,845,25
1772,13851,U/S: Facilitate healthy development in ECD programmes,,NQF 4,Unit standard,,,,,846,25
1773,13852,U/S: Manage the ECD learning programme,,NQF 4,Unit standard,,,,,847,25
1774,13853,U/S: Mediate active learning in ECD programmes,,NQF 5,Unit standard,,,,,848,25
1775,13854,Master of Science: Project Management,230,NQF Level 09,Master,Science,Project Management,,,849,15
1776,13854,U/S: Promote healthy development in ECD programmes,,NQF 5,Unit standard,,,,,850,25
1777,13855,Master of City and Regional Planning,300,NQF Level 09,Master,City and Regional Planning,,,,851,15
1778,13855,U/S: Develop and manage the ECD learning programme,,NQF 5,Unit standard,,,,,852,25
1779,13856,U/S: Facilitate an inclusive educational environment in ECD settings,,NQF 5,Unit standard,,,,,853,25
178,,Diploma in Photography (HEQSF Aligned 360 credits: Contact Mode),,,Diploma,Photography,,,,854,13
1780,13869,U/S: Involve family members in ECD programmes,,NQF 3,Unit standard,,,,,855,25
1781,13911,U/S: Induct a new member into a team,,,Unit standard,,,,,856,19
1782,13912,U/S: Apply knowledge of self and team in order to develop a plan to enhance team performance,,,Unit standard,,,,,857,19
1783,13914,U/S: Conduct a formal meeting,,,Unit standard,,,,,858,19
1784,13914,U/S: Conduct a formal meeting,3,NQF 3,Unit standard,,,,,859,20
1785,13915,"U/S: Demonstrate knowledge and understanding of HIV/AIDS in a workplace, and its effects on a business sub-sector, own organisation and a specific workplace ",4,NQF 3,Unit standard,,,,,860,9
1786,13915,"U/S: Use a Graphical User Interface (GUI)-based word processor to format documents  Demonstrate knowledge and understanding of HIV/AIDS in a workplace, and its effects on a business sub-sector, own organisation and a specific workplace ",4,NQF 3,Unit standard,,,,,861,9
1787,13916,U/S: Identify and keep the records that a team manager is responsible for keeping,,,Unit standard,,,,,862,19
1788,13917,U/S: Indicate the role of a team leader ensuring that a team meets an organisation`s standards,,,Unit standard,,,,,863,19
1789,13918,U/S: Manage time and the work process in a business environment,,,Unit standard,,,,,864,19
179,,Diploma in Print Production and Design,,,Diploma,Print Production and Design,,,,865,13
1790,13919,U/S: Investigate and explain the structure of a selected workplace or organisation,,,Unit standard,,,,,866,19
1791,13925,U/S: Present information in a public setting ,5,NQF 5,Unit standard,,,,,867,9
1792,13931,U/S: Monitor and control the maintenance of office equipment ,4,NQF 3,Unit standard,,,,,868,9
1793,13931,U/S: Use a Graphical User Interface (GUI)-based word processor to format documents  Monitor and control the maintenance of office equipment ,4,NQF 3,Unit standard,,,,,869,9
1794,13932,U/S: Prepare and process documents for financial and banking processes,5,NQF 3,Unit standard,,,,,870,9
1795,13940,U/S: Demonstrate knowledge and application of ethical conduct in a business environment,,,Unit standard,,,,,871,19
1796,13941,U/S: Apply the budget function in a business unit,,,Unit standard,,,,,872,19
1797,13942,U/S: Demonstrate a basic understanding of the role of a business strategy in managing a small business or a business unit,,,Unit standard,,,,,873,19
1798,13942,U/S: Demonstrate a basic understanding of the role of a business strategy in managing a small business or a business unit,5,NQF 4,Unit standard,,,,,874,9
1799,13943,U/S: Analyse new developments reported in the media that could impact on a business sector or industry,,,Unit standard,,,,,875,19
18,,Advanced Certificate in Communication Photography,,,Advanced Certificate,Communication Photography,,,,876,13
180,,Diploma in Production Management,,,Diploma,Production Management,,,,877,13
1800,13944,U/S: Describe the relationship of junior management to the general management function,,,Unit standard,,,,,878,19
